datetime,clouds,datetime,dewpt,dhi,dni,ghi,max_dhi,max_dni,max_ghi,max_temp,max_temp_ts,max_uv,max_wind_dir,max_wind_spd,max_wind_spd_ts,min_temp,min_temp_ts,precip,precip_gpm,pres,revision_status,rh,slp,snow,snow_depth,solar_rad,t_dhi,t_dni,t_ghi,t_solar_rad,temp,ts,wind_dir,wind_gust_spd,wind_spd
2020-01-01,2,2020-01-01,-4.3,27,230,99,92,773,427,5,1577854800,1.8,266,7.6,1577880000,1.7,1577937600,0,0,1008,final,56.4,1008,0,0,56,639,5510,2378,1334,3.6,1577854800,266,11.2,4.8
2020-01-02,2,2020-01-02,-2.4,27,230,100,92,774,429,8.9,1577991600,2.2,262,5.8,1577984400,0.6,1577966400,0,0,1013,final,60.4,1013,0,0,69,640,5524,2390,1660,4.8,1577941200,262,19.7,3.4
2020-01-03,2,2020-01-03,5,27,231,100,92,775,431,8.3,1578092400,0.7,255,4.5,1578031200,6.7,1578063600,4,4,1010,final,84,1010,0,0,19,642,5539,2403,457,7.6,1578027600,255,4.4,2.3
2020-01-04,2,2020-01-04,7.1,27,231,101,92,776,432,9.4,1578182400,0.7,179,6.7,1578168000,5.8,1578196800,4,4,1003,final,92.9,1003,0,0,10,644,5556,2417,242,8.2,1578114000,179,10.8,1.8
2020-01-05,2,2020-01-05,-4.5,27,232,101,92,777,434,7.2,1578254400,1.8,276,11.2,1578222000,2.8,1578283200,0.5,0.5,1010,final,52.1,1010,0,0,87,646,5573,2432,2090,4.6,1578200400,276,18,2.3
2020-01-06,2,2020-01-06,-1.9,27,233,102,92,778,436,7.2,1578340800,2.2,257,7.2,1578333600,0.6,1578294000,0.5,0.5,1015,final,67.7,1015,3.5,2.7,93,649,5591,2448,2220,3.9,1578286800,257,16.5,4.4
2020-01-07,2,2020-01-07,-3.2,27,234,103,93,779,439,6.7,1578423600,1.1,195,7.2,1578373200,3,1578452400,0.5,0.5,1016,final,57.5,1016,0,0,47,651,5609,2465,1135,4.7,1578373200,195,7.2,2.8
2020-01-08,2,2020-01-08,-4.8,27,235,103,93,781,441,6.7,1578510000,2.2,262,9.4,1578492000,-1,1578542400,0,0,1016,final,61,1016,0,0,94,653,5629,2483,2259,2.5,1578459600,262,14.9,3.7
2020-01-09,2,2020-01-09,-10.7,27,235,104,93,782,444,2.2,1578596400,2.3,244,7.6,1578628800,-3.3,1578567600,0,0,1038,final,47.1,1038,0,0,101,656,5650,2503,2419,-0.5,1578546000,244,17.5,2.5
2020-01-10,2,2020-01-10,1.9,27,236,105,93,783,446,11.7,1578686400,1.4,267,6.3,1578686400,1.1,1578632400,0,0,1034,final,72,1034,0,0,51,658,5671,2523,1221,6.6,1578632400,267,18,4
2020-01-11,2,2020-01-11,9.9,28,237,106,94,785,449,18.3,1578769200,0.8,270,6.7,1578765600,11.1,1578718800,0,0,1023,final,72.8,1023,0,0,31,661,5693,2544,750,14.8,1578718800,270,12.4,4.4
2020-01-12,2,2020-01-12,7.5,28,238,107,94,786,452,19.4,1578855600,1.9,262,9.8,1578837600,9,1578888000,6,6,1018,final,61.2,1018,0,0,86,664,5716,2566,2073,15.6,1578805200,262,23.6,4.3
2020-01-13,2,2020-01-13,2,28,239,108,94,788,455,8.9,1578891600,0.8,88,6.3,1578902400,3.9,1578909600,0,0,1029,final,73.5,1029,0,0,20,667,5739,2589,492,6.4,1578891600,88,6.9,2.9
2020-01-14,2,2020-01-14,3.7,28,240,109,94,789,458,7.8,1579028400,0.8,66,5.4,1579032000,5,1578999600,4.5,4.5,1025,final,83.6,1025,0,0,21,670,5764,2613,493,6.3,1578978000,66,5.2,2.7
2020-01-15,2,2020-01-15,2.7,28,241,110,95,791,461,11.7,1579114800,2.5,244,5.8,1579107600,6.1,1579078800,0,0,1020,final,70.2,1020,0,0,106,673,5788,2638,2544,8.3,1579064400,244,9.3,2.6
2020-01-16,2,2020-01-16,0.4,28,242,111,95,793,464,10,1579194000,1.9,285,9.8,1579179600,2.2,1579233600,3.5,3.5,1015,final,66.5,1015,0,0,103,676,5814,2664,2469,6.6,1579150800,285,16,2.9
2020-01-17,2,2020-01-17,-12.2,28,243,112,95,794,468,2.2,1579237200,2.6,278,10.7,1579266000,-4.3,1579320000,0,0,1035,final,43.6,1035,0,0,112,680,5840,2690,2690,-1.3,1579237200,278,15.6,2.4
2020-01-18,2,2020-01-18,-7.4,28,244,113,95,796,471,3,1579402800,0.8,182,7.6,1579366800,-5,1579348800,9.5,9.5,1028,final,69.1,1028,71,0,28,683,5866,2718,671,-2.1,1579323600,182,10.8,2.8
2020-01-19,2,2020-01-19,-2.4,29,246,114,96,798,475,7.2,1579453200,2.3,263,7.6,1579417200,-0.3,1579492800,0.5,0.5,1009,final,65.7,1009,0,43,78,687,5893,2747,1874,3.9,1579410000,263,11.6,3
2020-01-20,2,2020-01-20,-11.9,29,247,116,96,800,479,2.8,1579550400,2.7,251,8.1,1579561200,-5,1579521600,0,0,1024,final,47.6,1024,0,0,116,690,5921,2776,2776,-1.8,1579496400,251,19.6,2.5
2020-01-21,2,2020-01-21,-9.7,29,248,117,96,801,482,3.3,1579633200,2.5,161,5.8,1579633200,-4.4,1579582800,0,0,1030,final,54.6,1030,0,0,109,694,5949,2806,2616,-1.4,1579582800,161,16,2.5
2020-01-22,2,2020-01-22,-6.8,29,249,118,97,803,486,5.6,1579723200,2.7,243,3.4,1579698000,-2.2,1579683600,0,0,1031,final,56.9,1031,0,0,118,697,5977,2838,2838,1,1579669200,243,21.6,2.3
2020-01-23,2,2020-01-23,-4.1,29,250,120,97,805,490,7.2,1579809600,0.9,252,3.1,1579766400,0,1579773600,0,0,1029,final,58.7,1029,0,0,31,702,6006,2870,745,3.5,1579755600,252,4.8,2.2
2020-01-24,2,2020-01-24,-2,29,251,121,97,807,495,11.7,1579892400,1.9,105,6.2,1579917600,3.3,1579852800,0,0,1027,final,56.2,1027,0,0,68,708,6035,2903,1624,6.5,1579842000,105,10.9,3.1
2020-01-25,2,2020-01-25,4.7,30,253,122,98,809,499,11,1579986000,0.9,111,9.1,1579964400,4.4,1579939200,25.5,25.5,1014,final,87.3,1014,0,0,23,713,6069,2937,558,6.6,1579928400,111,15.6,6.3
2020-01-26,2,2020-01-26,0,30,254,124,98,811,503,8.9,1580065200,2.4,261,6.2,1580083200,3.3,1580040000,0,0,1009,final,69.6,1009,0,0,106,719,6106,2972,2539,5.4,1580014800,261,10.1,4.1
2020-01-27,2,2020-01-27,-1.5,30,256,125,98,813,508,8.3,1580158800,1.8,262,4.5,1580133600,3.3,1580104800,0,0,1006,final,62.9,1006,0,0,86,725,6145,3008,2065,5.1,1580101200,262,26.3,4
2020-01-28,2,2020-01-28,-3.2,30,258,127,99,815,512,7.2,1580230800,1.3,251,6.7,1580220000,3.9,1580216400,0,0,1010,final,56.2,1010,0,0,57,731,6187,3045,1362,4.9,1580187600,251,21.6,2
2020-01-29,2,2020-01-29,-6.5,31,260,128,99,817,517,7.2,1580328000,3,228,6.3,1580353200,1.1,1580302800,0,0,1018,final,48.3,1018,0,0,128,736,6230,3083,3083,3.5,1580274000,228,9.6,2.2
2020-01-30,2,2020-01-30,-5.7,31,261,130,99,819,521,4.4,1580414400,1.4,85,5.8,1580385600,-1.7,1580382000,0,0,1026,final,60.2,1026,0,0,81,742,6275,3122,1946,1.3,1580360400,85,19,3
2020-01-31,2,2020-01-31,0.2,31,263,132,100,821,526,6.1,1580500800,1.3,59,3.6,1580515200,2.2,1580464800,0.5,0.5,1025,final,74.6,1025,0,0,52,748,6320,3162,1242,4.3,1580446800,59,14.1,2.1
2020-02-01,2,2020-02-01,2.2,31,265,133,100,823,531,6.1,1580601600,1,189,3.6,1580576400,3.9,1580558400,0,0,1013,final,83.4,1013,0,0,19,753,6365,3202,448,4.8,1580533200,189,18,2.5
2020-02-02,2,2020-02-02,0.4,32,267,135,100,825,536,6.1,1580670000,1.3,254,8.1,1580677200,2.2,1580698800,0.5,0.5,1002,final,78.7,1002,0,0,55,759,6410,3243,1309,3.9,1580619600,254,9.3,3.5
2020-02-03,2,2020-02-03,2.1,32,269,137,101,827,541,13.9,1580763600,2.5,237,6.3,1580767200,2.8,1580706000,0,0,1009,final,67.9,1009,0,0,133,765,6456,3286,3202,8.1,1580706000,237,18.5,3.1
2020-02-04,2,2020-02-04,5.6,32,271,139,101,829,546,13.9,1580860800,1,170,4,1580814000,6.1,1580817600,2.5,2.5,1009,final,77.3,1009,0,0,34,770,6501,3328,821,9.4,1580792400,170,6.8,2.3
2020-02-05,2,2020-02-05,-0.6,32,273,140,101,831,551,11,1580878800,1,49,6.3,1580961600,4.4,1580954400,1,1,1015,final,64.2,1015,0,0,35,776,6546,3372,843,5.9,1580878800,49,10.4,3
2020-02-06,2,2020-02-06,3.3,33,275,142,102,833,556,6,1580997600,1,43,6.7,1580990400,3,1580968800,16,16,1003,final,90.7,1003,0,0,21,781,6590,3416,512,4.7,1580965200,43,9.7,5
2020-02-07,2,2020-02-07,2,33,276,144,102,835,561,12.2,1581091200,1.2,176,10.7,1581094800,1.3,1581134400,14,14,990,final,80.4,990,0,0,50,787,6635,3461,1196,5.4,1581051600,176,18.8,5.6
2020-02-08,2,2020-02-08,-6.8,33,278,146,103,837,567,6.1,1581192000,1.5,257,8.1,1581184800,0,1581148800,0,0,1020,final,50.3,1020,0,0,80,792,6678,3506,1922,2.6,1581138000,257,12.9,4
2020-02-09,2,2020-02-09,-1.2,33,280,148,103,839,572,7.2,1581278400,1.7,86,5.8,1581246000,1.1,1581249600,0,0,1031,final,68.5,1031,0,0,88,799,6722,3552,2122,4.2,1581224400,86,15.4,3.9
2020-02-10,2,2020-02-10,3.4,34,282,150,103,841,577,7.8,1581354000,1.1,242,6.3,1581354000,5.6,1581314400,9,9,1022,final,81.4,1022,0,0,35,806,6765,3599,829,6.4,1581310800,242,11.2,3.7
2020-02-11,2,2020-02-11,5.9,34,284,152,104,843,583,9.4,1581454800,1.1,167,6.3,1581433200,6.1,1581397200,9.5,9.5,1013,final,89.1,1013,0,0,15,813,6812,3647,369,7.6,1581397200,167,7.2,1.6
2020-02-12,2,2020-02-12,-2.8,34,286,154,104,845,588,8.3,1581534000,2.9,235,7.2,1581562800,3,1581566400,1,1,1020,final,54.8,1020,0,0,59,821,6862,3695,1421,5.8,1581483600,235,16.5,2.6
2020-02-13,2,2020-02-13,2.8,35,288,156,104,847,594,6.1,1581638400,1.1,239,6.3,1581631200,2.8,1581577200,14,14,1007,final,87.5,1007,0,0,18,828,6914,3745,431,4.7,1581570000,239,8,1.9
2020-02-14,2,2020-02-14,-9.5,35,290,158,105,849,599,4.4,1581656400,3.7,253,8.9,1581706800,-5.6,1581739200,0,0,1025,final,48,1025,0,0,157,835,6968,3794,3767,0.7,1581656400,253,17,2.7
2020-02-15,2,2020-02-15,-10.4,35,293,160,105,851,605,0,1581793200,3.7,157,7.6,1581814800,-7.2,1581764400,0,0,1034,final,58.5,1034,0,0,119,842,7023,3845,2866,-3.4,1581742800,157,8.8,3.3
2020-02-16,2,2020-02-16,-3,35,295,162,105,853,611,7.8,1581886800,1.3,242,6.7,1581836400,-1.1,1581829200,0,0,1022,final,65.5,1022,0,0,59,849,7078,3896,1406,3,1581829200,242,8.4,3.4
2020-02-17,2,2020-02-17,-2.7,36,297,164,106,855,616,11.1,1581973200,3.9,210,7.6,1581998400,3.9,1581937200,0,0,1024,final,51.9,1024,0,0,152,856,7134,3948,3639,6.9,1581915600,210,17.5,2.5
2020-02-18,2,2020-02-18,1.9,36,300,167,106,856,622,9,1582048800,1.2,82,6.7,1582002000,3.9,1582005600,0.5,0.5,1022,final,74.9,1022,0,0,42,863,7189,4000,1002,6.2,1582002000,82,9.5,4.3
2020-02-19,2,2020-02-19,-4.6,36,302,169,107,858,628,11.1,1582142400,3.3,208,7.6,1582146000,1.8,1582171200,0,0,1023,final,46.3,1023,0,0,168,870,7244,4053,4035,7,1582088400,208,18,2
2020-02-20,2,2020-02-20,-10,37,304,171,107,860,633,2.8,1582228800,1.3,204,6.7,1582236000,-2.1,1582257600,0,0,1030,final,44.4,1030,0,0,48,877,7298,4106,1155,0.9,1582174800,204,20.1,2.6
2020-02-21,2,2020-02-21,-11.7,37,306,173,107,862,639,3.3,1582318800,4.1,168,6.7,1582333200,-3.9,1582279200,0,0,1031,final,45,1031,0,0,173,883,7351,4159,4159,-0.5,1582261200,168,13.4,3.4
2020-02-22,2,2020-02-22,-9.9,37,309,176,108,864,645,10.6,1582405200,4.2,259,6.3,1582398000,-0.6,1582358400,0,0,1024,final,36,1024,0,0,176,890,7404,4213,4213,4.5,1582347600,259,9.1,4.8
2020-02-23,2,2020-02-23,-6.7,37,311,178,108,865,650,13.9,1582488000,4.2,234,5.8,1582480800,2.2,1582455600,0,0,1021,final,36.9,1021,0,0,178,897,7456,4268,4268,7.7,1582434000,234,21.1,2.9
2020-02-24,2,2020-02-24,-0.9,38,313,180,108,867,656,16.7,1582570800,3.8,220,5.4,1582549200,4.4,1582542000,0,0,1016,final,53,1016,0,0,125,903,7507,4322,2996,8.7,1582520400,220,15.5,2.1
2020-02-25,2,2020-02-25,5.3,38,315,182,109,869,662,9.4,1582606800,1.4,191,5.4,1582682400,7.2,1582678800,6,6,1012,final,81.4,1012,0,0,38,909,7557,4377,906,8.5,1582606800,191,5.2,1.9
2020-02-26,2,2020-02-26,6.4,38,317,185,109,871,668,8.3,1582740000,1.4,50,6.3,1582772400,7,1582768800,0,0,1011,final,91.6,1011,0,0,36,916,7606,4432,865,7.7,1582693200,50,10.9,4.1
2020-02-27,2,2020-02-27,-2.5,38,319,187,109,872,673,8,1582786800,3.1,224,12.5,1582833600,0.2,1582862400,13,13,1001,final,62.6,1001,0,0,143,922,7654,4488,3431,4.8,1582779600,224,16.5,8
2020-02-28,2,2020-02-28,-8.9,39,321,189,110,874,679,5.6,1582920000,1.9,263,9.4,1582902000,-1.1,1582884000,0,0,1010,final,44.4,1010,0,0,102,928,7702,4544,2459,2.1,1582866000,263,17.7,7.7
2020-02-29,2,2020-02-29,-10.2,39,323,192,110,876,685,3.3,1583010000,1.4,263,8.1,1582981200,-2.1,1583035200,0,0,1013,final,45.3,1013,0,0,74,934,7748,4599,1768,0.3,1582952400,263,11.3,3.4
2020-03-01,2,2020-03-01,-8.3,39,325,194,110,877,691,8.9,1583096400,4.1,258,6.7,1583092800,-2.8,1583042400,0,0,1020,final,46,1020,0,0,170,940,7793,4655,4084,2.5,1583038800,258,12.8,2.8
2020-03-02,2,2020-03-02,0.1,39,327,196,111,879,696,14.4,1583175600,5.3,243,6.7,1583154000,3.9,1583125200,0,0,1014,final,53.2,1014,0,0,157,946,7837,4712,3780,9.3,1583125200,243,17.5,2.9
2020-03-03,2,2020-03-03,7.1,40,328,199,111,880,702,13.3,1583254800,1.8,228,8.9,1583211600,8.9,1583272800,8.5,8.5,1005,final,78,1005,0,0,60,951,7881,4768,1429,10.9,1583211600,228,16.1,2.7
2020-03-04,2,2020-03-04,-0.3,40,330,201,111,882,708,13.9,1583352000,4.1,267,9.8,1583337600,7.2,1583316000,0.5,0.5,1007,final,50.2,1007,0,0,168,957,7923,4824,4025,10.2,1583298000,267,21.2,5.3
2020-03-05,2,2020-03-05,-2.1,40,332,203,112,883,713,12.2,1583438400,5.4,224,6.7,1583424000,4.4,1583406000,0,0,1018,final,51.9,1018,0,0,187,963,7965,4880,4477,7.6,1583384400,224,20.1,2.2
2020-03-06,2,2020-03-06,2.2,40,334,206,112,885,719,7.8,1583506800,1.7,94,7.6,1583521200,3.9,1583553600,4,4,1012,final,79.7,1012,0,0,65,968,8005,4937,1571,5.4,1583470800,94,11.3,3.7
2020-03-07,2,2020-03-07,-6,41,335,208,112,886,725,11.1,1583614800,5.6,182,7.6,1583600400,3,1583582400,0,0,1022,final,48.3,1022,0,1,196,974,8045,4993,4709,5.9,1583557200,182,14,2
2020-03-08,2,2020-03-08,-5.8,43,351,220,113,888,730,15,1583697600,5.7,256,6.7,1583690400,2.2,1583661600,0,0,1029,final,37.9,1029,0,0,220,979,8083,5049,5049,8.1,1583643600,256,16.4,3.8
2020-03-09,2,2020-03-09,-2.2,41,338,213,113,889,736,21.7,1583787600,5.8,265,6.7,1583794800,6.7,1583751600,0,0,1026,final,35.4,1026,0,0,213,985,8121,5105,5105,13.4,1583726400,265,7.6,4.1
2020-03-10,2,2020-03-10,5.5,41,340,215,113,890,741,17.2,1583866800,1.9,268,7.6,1583859600,11.1,1583841600,1.5,1.5,1018,final,55.2,1018,0,0,83,990,8158,5161,2002,14.5,1583812800,268,18.5,4.8
2020-03-11,2,2020-03-11,0.3,41,341,217,114,892,747,14.4,1583899200,2.1,213,7.6,1583938800,8.9,1583978400,0,0,1018,final,48.3,1018,0,0,91,995,8194,5217,2173,11.1,1583899200,213,16.5,1.9
2020-03-12,2,2020-03-12,2.6,42,343,220,114,893,752,9,1584039600,1.9,98,5.4,1584064800,6.7,1584003600,0.5,0.5,1020,final,68.4,1020,0,0,63,1000,8229,5273,1506,8.2,1583985600,98,9.2,3.3
2020-03-13,2,2020-03-13,5.6,42,344,222,114,894,758,20.6,1584133200,3.2,199,9.4,1584126000,8.9,1584082800,10.5,10.5,1012,final,69.1,1012,0,0,123,1005,8264,5328,2948,13,1584072000,199,14.7,4.1
2020-03-14,2,2020-03-14,-4.4,42,346,224,114,895,763,15,1584216000,4.5,249,8.1,1584212400,7.8,1584187200,0,0,1025,final,35.2,1025,0,0,167,1011,8297,5384,4005,10.5,1584158400,249,10.4,2.1
2020-03-15,2,2020-03-15,-4,42,347,227,115,897,768,13.9,1584306000,6,121,6.7,1584324000,6.7,1584262800,0,0,1030,final,40.6,1030,0,0,225,1018,8332,5439,5406,9.1,1584244800,121,8.8,2.5
2020-03-16,2,2020-03-16,-4.4,43,349,229,115,898,774,7.8,1584378000,4,69,7.2,1584360000,1.7,1584356400,0,0,1034,final,50.7,1034,0,0,125,1025,8368,5495,2994,5.2,1584331200,69,10.3,4.9
2020-03-17,2,2020-03-17,4.7,43,350,231,115,899,779,12,1584478800,2.1,192,6.3,1584478800,5.6,1584417600,4,4,1023,final,78.3,1023,0,0,91,1031,8407,5550,2190,8.3,1584417600,192,8.7,2.9
2020-03-18,2,2020-03-18,-1.2,43,352,234,115,900,784,12.2,1584554400,4.8,206,5.8,1584550800,6.1,1584525600,0,0,1030,final,50,1030,0,0,132,1037,8447,5605,3167,8.8,1584504000,206,7.2,2.4
2020-03-19,2,2020-03-19,5.5,43,354,236,116,901,789,11,1584651600,2,96,7.2,1584619200,6,1584601200,15.5,15.5,1024,final,82.5,1024,0,0,49,1043,8488,5661,1169,8.4,1584590400,96,10.3,4
2020-03-20,2,2020-03-20,9.3,44,355,238,116,902,794,22.8,1584741600,2.7,235,8.1,1584741600,8,1584702000,3,3,1014,final,77.3,1014,0,0,86,1049,8530,5716,2056,13.7,1584676800,235,12.8,2.7
2020-03-21,2,2020-03-21,-2,44,357,240,116,903,799,18.9,1584763200,6.7,139,7.2,1584846000,6.7,1584795600,0,0,1024,final,43.3,1024,0,0,195,1058,8571,5771,4672,10.4,1584763200,139,11.6,3.1
2020-03-22,2,2020-03-22,-6.3,44,359,243,116,904,804,8.3,1584903600,2.7,67,7.6,1584874800,2.2,1584874800,0,0,1036,final,45.1,1036,0,0,124,1066,8619,5826,2977,4.9,1584849600,67,11.5,5.4
2020-03-23,2,2020-03-23,1.4,45,361,245,117,905,809,6,1585000800,2.1,50,8.9,1584979200,3.9,1585018800,17,17,1026,final,81.9,1026,0,0,44,1074,8673,5881,1047,4.3,1584936000,50,12.9,5.9
2020-03-24,2,2020-03-24,1.6,45,364,247,117,906,814,14.4,1585080000,5.1,158,6.7,1585101600,3,1585033200,0,0,1019,final,65.5,1019,0,0,182,1082,8730,5937,4364,8.1,1585022400,158,8.8,2.5
2020-03-25,2,2020-03-25,1.8,45,366,250,117,907,819,7.2,1585159200,2.2,40,9.8,1585170000,5.6,1585119600,0.5,0.5,1018,final,72.2,1018,0,0,67,1090,8788,5993,1618,6.5,1585108800,40,13,5.9
2020-03-26,2,2020-03-26,1.7,46,369,252,117,908,824,15.6,1585249200,6.6,145,6.3,1585195200,4.4,1585213200,0,0,1015,final,61.8,1015,0,0,252,1097,8846,6049,6045,8.8,1585195200,145,7.7,2.8
2020-03-27,2,2020-03-27,3.2,46,371,254,118,909,828,21.1,1585342800,7.1,214,5.8,1585281600,10,1585281600,0,0,1011,final,52.6,1011,0,0,250,1104,8904,6104,6004,14.3,1585281600,214,7.6,2.1
2020-03-28,2,2020-03-28,2.8,46,373,257,118,909,833,12.8,1585371600,2.2,42,7.6,1585450800,7.8,1585429200,7,7,1018,final,66.5,1018,0,0,64,1111,8961,6159,1538,9.4,1585368000,42,10.3,5.2
2020-03-29,2,2020-03-29,6.8,47,376,259,118,910,838,8.3,1585504800,2.3,31,9.4,1585479600,7.2,1585479600,1.5,1.5,1014,final,92.5,1014,0,0,48,1118,9016,6214,1143,7.9,1585454400,31,11.7,6.8
2020-03-30,2,2020-03-30,5.9,47,378,261,118,911,842,10,1585587600,2.8,124,5.8,1585540800,6.7,1585566000,2.5,2.5,1014,final,84.5,1014,0,0,89,1125,9070,6269,2141,8.4,1585540800,124,11.8,2.8
2020-03-31,2,2020-03-31,3.3,47,380,263,118,912,847,7.8,1585627200,2.3,122,7.2,1585645200,5.6,1585656000,1.5,1.5,1016,final,79.7,1016,0,0,66,1131,9122,6324,1581,6.6,1585627200,122,8.9,3.3
